annotations,split,image_id,panoid,heading,gsv_image_path
"[{'category_id': 1,'bbox':[573, 229, 605, 267],'bbox_mode': 0}]",train,image148031,148031,20,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_148031_20.jpg
"[{'category_id': 1,'bbox':[97, 280, 125, 310],'bbox_mode': 0}]",train,image2689663,2689663,108,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_2689663_108.jpg
"[{'category_id': 1,'bbox':[132, 279, 161, 308],'bbox_mode': 0}]",train,image164134,164134,95,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_164134_95.jpg
"[{'category_id': 1,'bbox':[438, 63, 490, 94],'bbox_mode': 0}]",train,image115860,115860,2,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_115860_2.jpg
"[{'category_id': 1,'bbox':[62, 309, 91, 339],'bbox_mode': 0}]",train,image126555,126555,43,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_126555_43.jpg
"[{'category_id': 1,'bbox':[23, 286, 52, 317],'bbox_mode': 0}]",train,image225656,225656,235,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_225656_235.jpg
"[{'category_id': 1,'bbox':[217, 294, 244, 321],'bbox_mode': 0}]",train,image231656,231656,86,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_231656_86.jpg
"[{'category_id': 1,'bbox':[488, 245, 516, 274],'bbox_mode': 0}]",train,image123302,123302,217,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_123302_217.jpg
"[{'category_id': 1,'bbox':[333, 72, 372, 114],'bbox_mode': 0}]",train,image383707,383707,78,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_383707_78.jpg
"[{'category_id': 1,'bbox':[541, 361, 575, 392],'bbox_mode': 0}]",train,image1040783,1040783,10,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1040783_10.jpg
"[{'category_id': 1,'bbox':[271, 324, 313, 354],'bbox_mode': 0}]",train,image160852,160852,250,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_160852_250.jpg
"[{'category_id': 1,'bbox':[586, 308, 613, 335],'bbox_mode': 0}]",train,image235988,235988,77,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_235988_77.jpg
"[{'category_id': 1,'bbox':[48, 155, 75, 181],'bbox_mode': 0}]",train,image395944,395944,174,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_395944_174.jpg
"[{'category_id': 1,'bbox':[462, 306, 492, 335],'bbox_mode': 0}]",train,image124259,124259,155,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_124259_155.jpg
"[{'category_id': 1,'bbox':[247, 177, 280, 209],'bbox_mode': 0}]",train,image1658217,1658217,91,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1658217_91.jpg
"[{'category_id': 1,'bbox':[575, 293, 605, 322],'bbox_mode': 0}]",train,image219966,219966,157,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_219966_157.jpg
"[{'category_id': 1,'bbox':[44, 288, 89, 328],'bbox_mode': 0}]",train,image1019605,1019605,188,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1019605_188.jpg
"[{'category_id': 1,'bbox':[55, 48, 84, 81],'bbox_mode': 0}]",train,image680198,680198,0,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_680198_0.jpg
"[{'category_id': 1,'bbox':[92, 322, 119, 349],'bbox_mode': 0}]",train,image1380768,1380768,1,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1380768_1.jpg
"[{'category_id': 1,'bbox':[518, 303, 547, 333],'bbox_mode': 0}]",train,image99556,99556,123,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_99556_123.jpg
"[{'category_id': 1,'bbox':[201, 267, 228, 296],'bbox_mode': 0}]",train,image408333,408333,73,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_408333_73.jpg
"[{'category_id': 1,'bbox':[338, 320, 378, 359],'bbox_mode': 0}]",train,image714096,714096,238,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_714096_238.jpg
"[{'category_id': 1,'bbox':[368, 322, 393, 348],'bbox_mode': 0}]",train,image101669,101669,95,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_101669_95.jpg
"[{'category_id': 1,'bbox':[214, 335, 245, 366],'bbox_mode': 0}]",train,image695146,695146,73,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_695146_73.jpg
"[{'category_id': 1,'bbox':[446, 313, 464, 328],'bbox_mode': 0}]",train,image697917,697917,90,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_697917_90.jpg
"[{'category_id': 1,'bbox':[362, 330, 389, 358],'bbox_mode': 0}]",train,image146495,146495,263,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_146495_263.jpg
"[{'category_id': 1,'bbox':[64, 482, 97, 509],'bbox_mode': 0}]",train,image163587,163587,10,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_163587_10.jpg
"[{'category_id': 1,'bbox':[560, 310, 592, 341],'bbox_mode': 0}]",train,image143366,143366,17,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_143366_17.jpg
"[{'category_id': 1,'bbox':[204, 26, 233, 59],'bbox_mode': 0}]",train,image126577,126577,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_126577_48.jpg
"[{'category_id': 1,'bbox':[539, 234, 568, 261],'bbox_mode': 0}]",train,image324814,324814,89,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_324814_89.jpg
"[{'category_id': 1,'bbox':[359, 304, 386, 335],'bbox_mode': 0}]",train,image2183409,2183409,56,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_2183409_56.jpg
"[{'category_id': 1,'bbox':[222, 322, 229, 332],'bbox_mode': 0}]",train,image348870,348870,137,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_348870_137.jpg
"[{'category_id': 1,'bbox':[193, 260, 232, 291],'bbox_mode': 0}]",train,image957401,957401,253,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_957401_253.jpg
"[{'category_id': 1,'bbox':[44, 288, 89, 328],'bbox_mode': 0}]",train,image341527,341527,188,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_341527_188.jpg
"[{'category_id': 1,'bbox':[119, 250, 146, 277],'bbox_mode': 0}]",train,image814299,814299,168,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_814299_168.jpg
"[{'category_id': 1,'bbox':[188, 341, 223, 374],'bbox_mode': 0}]",train,image115310,115310,159,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_115310_159.jpg
"[{'category_id': 1,'bbox':[611, 287, 636, 314],'bbox_mode': 0}]",train,image384409,384409,32,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_384409_32.jpg
"[{'category_id': 1,'bbox':[475, 93, 506, 126],'bbox_mode': 0}]",train,image899827,899827,7,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_899827_7.jpg
"[{'category_id': 1,'bbox':[132, 389, 172, 419],'bbox_mode': 0}]",train,image103640,103640,227,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_103640_227.jpg
"[{'category_id': 1,'bbox':[485, 320, 516, 351],'bbox_mode': 0}]",train,image129463,129463,45,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_129463_45.jpg
"[{'category_id': 1,'bbox':[40, 88, 71, 120],'bbox_mode': 0}]",train,image245556,245556,192,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_245556_192.jpg
"[{'category_id': 1,'bbox':[37, 221, 74, 253],'bbox_mode': 0}]",train,image2694211,2694211,54,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_2694211_54.jpg
"[{'category_id': 1,'bbox':[116, 279, 144, 306],'bbox_mode': 0}]",train,image139119,139119,15,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_139119_15.jpg
"[{'category_id': 1,'bbox':[157, 318, 188, 349],'bbox_mode': 0}]",train,image1303272,1303272,215,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1303272_215.jpg
"[{'category_id': 1,'bbox':[261, 270, 293, 305],'bbox_mode': 0}]",train,image139282,139282,72,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_139282_72.jpg
"[{'category_id': 1,'bbox':[568, 296, 598, 327],'bbox_mode': 0}]",train,image350232,350232,223,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_350232_223.jpg
"[{'category_id': 1,'bbox':[432, 330, 458, 357],'bbox_mode': 0}]",train,image216252,216252,189,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_216252_189.jpg
"[{'category_id': 1,'bbox':[228, 339, 258, 371],'bbox_mode': 0}]",train,image110605,110605,61,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_110605_61.jpg
"[{'category_id': 1,'bbox':[328, 257, 364, 287],'bbox_mode': 0}]",train,image105158,105158,87,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_105158_87.jpg
"[{'category_id': 1,'bbox':[230, 304, 263, 332],'bbox_mode': 0}]",train,image634746,634746,89,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_634746_89.jpg
"[{'category_id': 1,'bbox':[464, 271, 492, 302],'bbox_mode': 0}]",train,image100165,100165,108,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_100165_108.jpg
"[{'category_id': 1,'bbox':[455, 283, 482, 312],'bbox_mode': 0}]",train,image403408,403408,155,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_403408_155.jpg
"[{'category_id': 1,'bbox':[219, 301, 246, 329],'bbox_mode': 0}]",train,image345505,345505,181,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_345505_181.jpg
"[{'category_id': 1,'bbox':[195, 233, 233, 247],'bbox_mode': 0}]",train,image382158,382158,131,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_382158_131.jpg
"[{'category_id': 1,'bbox':[249, 94, 275, 122],'bbox_mode': 0}]",train,image144302,144302,243,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_144302_243.jpg
"[{'category_id': 1,'bbox':[547, 278, 579, 307],'bbox_mode': 0}]",train,image623189,623189,237,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_623189_237.jpg
"[{'category_id': 1,'bbox':[195, 209, 230, 240],'bbox_mode': 0}]",train,image141509,141509,73,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_141509_73.jpg
"[{'category_id': 1,'bbox':[501, 267, 534, 297],'bbox_mode': 0}]",train,image147706,147706,11,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_147706_11.jpg
"[{'category_id': 1,'bbox':[614, 293, 640, 325],'bbox_mode': 0}]",train,image156595,156595,219,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_156595_219.jpg
"[{'category_id': 1,'bbox':[0, 325, 27, 353],'bbox_mode': 0}]",train,image656891,656891,45,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_656891_45.jpg
"[{'category_id': 1,'bbox':[260, 332, 291, 360],'bbox_mode': 0}]",train,image159698,159698,232,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_159698_232.jpg
"[{'category_id': 1,'bbox':[294, 198, 326, 228],'bbox_mode': 0}]",train,image150242,150242,63,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_150242_63.jpg
"[{'category_id': 1,'bbox':[26, 342, 55, 368],'bbox_mode': 0}]",train,image375803,375803,58,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_375803_58.jpg
"[{'category_id': 1,'bbox':[213, 333, 243, 361],'bbox_mode': 0}]",train,image343497,343497,72,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_343497_72.jpg
"[{'category_id': 1,'bbox':[516, 292, 546, 322],'bbox_mode': 0}]",train,image235062,235062,73,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_235062_73.jpg
"[{'category_id': 1,'bbox':[455, 335, 482, 363],'bbox_mode': 0}]",train,image139170,139170,170,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_139170_170.jpg
"[{'category_id': 1,'bbox':[190, 211, 228, 241],'bbox_mode': 0}]",train,image766617,766617,18,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_766617_18.jpg
"[{'category_id': 1,'bbox':[543, 322, 574, 350],'bbox_mode': 0}]",train,image135878,135878,80,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_135878_80.jpg
"[{'category_id': 1,'bbox':[30, 171, 58, 206],'bbox_mode': 0}]",train,image827480,827480,230,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_827480_230.jpg
"[{'category_id': 1,'bbox':[206, 322, 234, 351],'bbox_mode': 0}]",train,image746274,746274,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_746274_22.jpg
"[{'category_id': 1,'bbox':[15, 330, 46, 359],'bbox_mode': 0}]",train,image134825,134825,203,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_134825_203.jpg
"[{'category_id': 1,'bbox':[455, 274, 483, 305],'bbox_mode': 0}]",train,image117199,117199,213,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_117199_213.jpg
"[{'category_id': 1,'bbox':[152, 325, 181, 352],'bbox_mode': 0}]",train,image1383853,1383853,175,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1383853_175.jpg
"[{'category_id': 1,'bbox':[603, 236, 634, 267],'bbox_mode': 0}]",train,image119661,119661,40,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_119661_40.jpg
"[{'category_id': 1,'bbox':[84, 191, 112, 222],'bbox_mode': 0}]",train,image130471,130471,46,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_130471_46.jpg
"[{'category_id': 1,'bbox':[420, 335, 452, 365],'bbox_mode': 0}]",train,image124137,124137,181,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_124137_181.jpg
"[{'category_id': 1,'bbox':[150, 327, 178, 354],'bbox_mode': 0}]",train,image161533,161533,109,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_161533_109.jpg
"[{'category_id': 1,'bbox':[140, 308, 170, 338],'bbox_mode': 0}]",train,image325277,325277,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_325277_48.jpg
"[{'category_id': 1,'bbox':[327, 262, 366, 296],'bbox_mode': 0}]",train,image925674,925674,80,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_925674_80.jpg
"[{'category_id': 1,'bbox':[547, 279, 579, 307],'bbox_mode': 0}]",train,image148327,148327,122,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_148327_122.jpg
"[{'category_id': 1,'bbox':[218, 207, 246, 234],'bbox_mode': 0}]",train,image230849,230849,256,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_230849_256.jpg
"[{'category_id': 1,'bbox':[170, 73, 204, 104],'bbox_mode': 0}]",train,image140171,140171,65,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_140171_65.jpg
"[{'category_id': 1,'bbox':[354, 262, 380, 291],'bbox_mode': 0}]",train,image115520,115520,22,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_115520_22.jpg
"[{'category_id': 1,'bbox':[271, 291, 301, 321],'bbox_mode': 0}]",train,image366856,366856,67,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_366856_67.jpg
"[{'category_id': 1,'bbox':[126, 368, 136, 376],'bbox_mode': 0}]",train,image405287,405287,104,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_405287_104.jpg
"[{'category_id': 1,'bbox':[271, 317, 299, 344],'bbox_mode': 0}]",train,image343056,343056,217,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_343056_217.jpg
"[{'category_id': 1,'bbox':[47, 299, 84, 332],'bbox_mode': 0}]",train,image391521,391521,209,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_391521_209.jpg
"[{'category_id': 1,'bbox':[370, 360, 399, 391],'bbox_mode': 0}]",train,image138337,138337,245,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_138337_245.jpg
"[{'category_id': 1,'bbox':[471, 319, 501, 347],'bbox_mode': 0}]",train,image907743,907743,223,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_907743_223.jpg
"[{'category_id': 1,'bbox':[235, 300, 268, 329],'bbox_mode': 0}]",train,image1062129,1062129,67,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1062129_67.jpg
